benchmarkId,board,createdAt,sha256,md5,state,cycles,duration_ms,device,frequency_MHz,model_name,model_size,rom_n_macc,val_error,allocate-inputs,allocate-outputs,compression,optimization,layersInExternalFlash,layersInInternalFlash,useExternalFlash,useExternalRam,total_flash_bytes,total_ram_bytes,internal_flash,external_flash,internal_ram,external_ram,activations_bytes,weights_bytes,extra_flash_bytes,kernel_flash_bytes,extra_ram_bytes,kernel_ram_bytes,io_bytes
895eaa62-95ae-4bf4-a146-0b465fc631b2,STM32H7S78-DK,Sat Jun 01 2024 12:50:53 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"801680665","1336.1344423368573","stm32 family - 0x485 - STM32H7[R,]Sxx @600/300MHz::fpu,art_lat=6,core_icache,core_dcache",600,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,balanced,"conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_weights,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_weights,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_weights,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_weights,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_weights,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_weights,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_weights,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias","",true,true,4297733,1285080,39841,4257892,473048,809984,1270880,4257892,,39841,,14200,0/0
0e1ad2aa-9c77-4f15-9fe1-ed80888dd959,STM32H7B3I-DK,Sat Jun 01 2024 12:50:56 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"700251059","2500.896642163396","stm32 family - 0x0 - UNKNOW @280/140MHz::fpu,art_lat=3,core_icache,core_dcache",280,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,balanced,"conv2d_26_weights,conv2d_22_weights,conv2d_20_weights,conv2d_18_weights,conv2d_16_weights,conv2d_14_weights,conv2d_10_weights","conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias",true,false,4297785,870860,1872953,2424832,870860,0,856708,4257892,,39893,,14152,0/0
3cd90dc8-3fbd-4492-a61f-563958d885dd,STM32F469I-DISCO,Sat Jun 01 2024 12:51:03 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"2065369010","11474.272281631827","stm32 family - 0x434 - STM32F469 @180/180MHz::fpu,art_lat=5,art_prefetch,art_icache,art_dcache",180,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,balanced,"conv2d_26_weights,conv2d_22_weights,conv2d_20_weights,conv2d_18_weights,conv2d_16_weights,conv2d_14_weights,conv2d_10_weights","conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias",true,true,4300715,1044856,1875883,2424832,223992,820864,1030704,4257892,,42823,,14152,0/0
729a8a07-b42b-45cd-a9e8-adfb7f72a24c,STM32H7S78-DK,Sat Jun 01 2024 13:32:30 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"1839186584","3065.3109738342464","stm32 family - 0x485 - STM32H7[R,]Sxx @600/300MHz::fpu,art_lat=6,core_icache,core_dcache",600,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,ram,"conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_weights,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_weights,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_weights,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_weights,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_weights,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_weights,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_weights,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias","",true,true,4298021,840728,40129,4257892,16244,824484,826576,4257892,,40129,,14152,0/0
72070b7e-4617-487f-886c-476c64286365,STM32H7B3I-DK,Sat Jun 01 2024 13:32:33 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"713175042","2547.0537220053375","stm32 family - 0x0 - UNKNOW @280/140MHz::fpu,art_lat=3,core_icache,core_dcache",280,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,ram,"conv2d_26_weights,conv2d_22_weights,conv2d_20_weights,conv2d_18_weights,conv2d_16_weights,conv2d_14_weights,conv2d_10_weights","conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias",true,false,4297757,840600,1872925,2424832,840600,0,826448,4257892,,39865,,14152,0/0
ce5e9362-b6e1-4880-803d-c0ddcb98787b,STM32F469I-DISCO,Sat Jun 01 2024 13:32:35 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"3791204721","21062.248451530933","stm32 family - 0x434 - STM32F469 @180/180MHz::fpu,art_lat=5,art_prefetch,art_icache,art_dcache",180,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,ram,"conv2d_26_weights,conv2d_22_weights,conv2d_20_weights,conv2d_18_weights,conv2d_16_weights,conv2d_14_weights,conv2d_10_weights","conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias",true,true,4300839,840728,1876007,2424832,16244,824484,826576,4257892,,42947,,14152,0/0
ffeb5777-01a9-445b-926a-5ec237013914,STM32H7S78-DK,Sat Jun 01 2024 13:43:22 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"1073951674","1789.919456794858","stm32 family - 0x485 - STM32H7[R,]Sxx @600/300MHz::fpu,art_lat=6,core_icache,core_dcache",600,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,time,"conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_weights,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_weights,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_weights,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_weights,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_weights,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_weights,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_weights,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias","",true,true,4297713,1673656,39821,4257892,469432,1204224,1659456,4257892,,39821,,14200,0/0
929c06b6-a708-467c-b94b-7233dac28a8c,STM32H7B3I-DK,Sat Jun 01 2024 13:43:24 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"1338161999","4779.149999126792","stm32 family - 0x0 - UNKNOW @280/140MHz::fpu,art_lat=3,core_icache,core_dcache",280,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,time,"conv2d_26_weights,conv2d_22_weights,conv2d_20_weights,conv2d_18_weights,conv2d_16_weights,conv2d_14_weights,conv2d_10_weights","conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias",true,true,4297773,1322420,1872941,2424832,118196,1204224,1308220,4257892,,39881,,14200,0/0
41584333-5b94-4106-a5d7-8c812c9bd76f,STM32F469I-DISCO,Sat Jun 01 2024 13:43:27 GMT+0200 (Ora legale dell’Europa centrale),ecc3a67c47c5a609ec35f6a58a7d97532834e43df4cb7d3f1204a8164b7d20dd,5ca18f37b44c50c0e0f93efb2c8b7af2,done,"2226415183","12368.973242536187","stm32 family - 0x434 - STM32F469 @180/180MHz::fpu,art_lat=5,art_prefetch,art_icache,art_dcache",180,mobilenet_v1_1_0_224_quant,4257892,568822516,0.00021384723368100822,true,true,,time,"conv2d_26_weights,conv2d_22_weights,conv2d_20_weights,conv2d_18_weights,conv2d_16_weights,conv2d_14_weights,conv2d_10_weights","conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_28_weights,conv2d_28_bias,conv2d_26_bias,conv2d_25_weights,conv2d_25_bias,conv2d_24_weights,conv2d_24_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_bias,conv2d_0_weights,conv2d_0_bias",true,true,4300659,1236616,1875827,2424832,32392,1204224,1222464,4257892,,42767,,14152,0/0
